Time (UTC);Open;High;Low;Close
23.03.2022 02:00;1,10258;1,10341;1,10254;1,10321
23.03.2022 03:00;1,10321;1,10346;1,10255;1,10262
23.03.2022 04:00;1,10262;1,10287;1,10239;1,10274
23.03.2022 05:00;1,10273;1,10397;1,10268;1,1037
23.03.2022 06:00;1,10368;1,10397;1,10306;1,10307
23.03.2022 07:00;1,10312;1,10358;1,10145;1,10172
23.03.2022 08:00;1,10175;1,10236;1,10103;1,10161
23.03.2022 09:00;1,10162;1,10173;1,09885;1,0997
23.03.2022 10:00;1,09971;1,10069;1,09958;1,10019
23.03.2022 11:00;1,1002;1,10066;1,09748;1,09829
23.03.2022 12:00;1,09831;1,09943;1,09811;1,09866
23.03.2022 13:00;1,09866;1,09908;1,09639;1,0966
23.03.2022 14:00;1,09659;1,09882;1,09658;1,09778
23.03.2022 15:00;1,09781;1,10051;1,09765;1,10016
23.03.2022 16:00;1,10015;1,10069;1,09979;1,1002
23.03.2022 17:00;1,10021;1,10071;1,09972;1,10057
23.03.2022 18:00;1,10055;1,1011;1,10044;1,1009
23.03.2022 19:00;1,10091;1,10117;1,10025;1,10047
23.03.2022 20:00;1,10046;1,10105;1,10017;1,1002
23.03.2022 21:00;1,10019;1,10114;1,10012;1,10072
23.03.2022 22:00;1,10065;1,10098;1,10008;1,10024
23.03.2022 23:00;1,10026;1,1007;1,10026;1,10058
24.03.2022 00:00;1,10058;1,10136;1,10011;1,10024
24.03.2022 01:00;1,10024;1,1003;1,0982;1,0988
24.03.2022 02:00;1,09882;1,09897;1,09823;1,09851
24.03.2022 03:00;1,09852;1,09913;1,09805;1,09851
24.03.2022 04:00;1,0985;1,09873;1,09804;1,09855
24.03.2022 05:00;1,09855;1,0986;1,09766;1,09776
24.03.2022 06:00;1,09775;1,0989;1,09752;1,0986
24.03.2022 07:00;1,09859;1,09869;1,09752;1,0978
24.03.2022 08:00;1,09785;1,10007;1,09721;1,09774
24.03.2022 09:00;1,09774;1,09966;1,09773;1,0988
24.03.2022 10:00;1,09878;1,09932;1,09816;1,09878
24.03.2022 11:00;1,09879;1,10011;1,09721;1,09876
24.03.2022 12:00;1,09877;1,09953;1,09746;1,09831
24.03.2022 13:00;1,09832;1,09839;1,09659;1,09738
24.03.2022 14:00;1,09734;1,09983;1,09714;1,09954
24.03.2022 15:00;1,09954;1,10134;1,09936;1,1006
24.03.2022 16:00;1,10061;1,10085;1,09852;1,09857
24.03.2022 17:00;1,09857;1,09984;1,09824;1,09937
24.03.2022 18:00;1,09936;1,10007;1,09905;1,09983
24.03.2022 19:00;1,09982;1,10057;1,09964;1,0999
24.03.2022 20:00;1,09993;1,10001;1,09959;1,0996
24.03.2022 21:00;1,0996;1,09986;1,09948;1,09964
24.03.2022 22:00;1,0997;1,10064;1,09968;1,10054
24.03.2022 23:00;1,10059;1,10097;1,10035;1,10083
25.03.2022 00:00;1,10086;1,1011;1,10032;1,10089
25.03.2022 01:00;1,10089;1,10354;1,10077;1,10324
25.03.2022 02:00;1,10323;1,10356;1,10234;1,10285
25.03.2022 03:00;1,10284;1,10342;1,10259;1,10275
25.03.2022 04:00;1,10275;1,10376;1,10259;1,10318
25.03.2022 05:00;1,10317;1,10339;1,10249;1,10285
25.03.2022 06:00;1,10286;1,10288;1,10189;1,10277
25.03.2022 07:00;1,10276;1,10305;1,10212;1,10231
25.03.2022 08:00;1,10229;1,10264;1,1011;1,10158
25.03.2022 09:00;1,10158;1,102;1,10005;1,1005
25.03.2022 10:00;1,1005;1,10145;1,10015;1,10142
25.03.2022 11:00;1,10141;1,10222;1,10105;1,10184
25.03.2022 12:00;1,10183;1,10183;1,10026;1,10031
25.03.2022 13:00;1,10033;1,10186;1,09921;1,10115
25.03.2022 14:00;1,10115;1,10243;1,10069;1,10177
25.03.2022 15:00;1,10178;1,10216;1,0982;1,09822
25.03.2022 16:00;1,09825;1,09916;1,09808;1,09877
25.03.2022 17:00;1,09878;1,09932;1,09842;1,09906
25.03.2022 18:00;1,09905;1,09966;1,09833;1,09867
25.03.2022 19:00;1,09868;1,09903;1,09821;1,09832
25.03.2022 20:00;1,09833;1,0986;1,09797;1,09805
27.03.2022 21:00;1,09845;1,09869;1,09802;1,09838
27.03.2022 22:00;1,09837;1,09843;1,09793;1,09811
27.03.2022 23:00;1,09809;1,09842;1,09772;1,09812
28.03.2022 00:00;1,09814;1,09844;1,09672;1,09706
28.03.2022 01:00;1,09705;1,09747;1,09538;1,0954
28.03.2022 02:00;1,0954;1,0962;1,0951;1,09553
28.03.2022 03:00;1,09556;1,09589;1,09504;1,09554
28.03.2022 04:00;1,09554;1,09563;1,09509;1,0954
28.03.2022 05:00;1,0954;1,09541;1,09447;1,09511
28.03.2022 06:00;1,09511;1,09654;1,09483;1,09552
28.03.2022 07:00;1,09552;1,09608;1,09474;1,09514
28.03.2022 08:00;1,09516;1,09993;1,09446;1,09908
28.03.2022 09:00;1,09905;1,09913;1,097;1,09793
28.03.2022 10:00;1,09793;1,09904;1,09743;1,09883
28.03.2022 11:00;1,09884;1,09932;1,09591;1,09636
28.03.2022 12:00;1,09634;1,09701;1,0951;1,09564
28.03.2022 13:00;1,09563;1,09724;1,09465;1,09685
28.03.2022 14:00;1,09686;1,09786;1,09639;1,09697
28.03.2022 15:00;1,09696;1,09763;1,0966;1,09761
28.03.2022 16:00;1,0976;1,09995;1,0974;1,09939
28.03.2022 17:00;1,09939;1,09992;1,0983;1,0983
28.03.2022 18:00;1,0983;1,09905;1,09772;1,09899
28.03.2022 19:00;1,09901;1,09901;1,09745;1,09874
28.03.2022 20:00;1,09876;1,09888;1,09838;1,09838
28.03.2022 21:00;1,09838;1,09865;1,09783;1,09852
28.03.2022 22:00;1,09851;1,09941;1,09846;1,09882
28.03.2022 23:00;1,09883;1,09978;1,0988;1,09911
29.03.2022 00:00;1,09911;1,0997;1,0969;1,09736
29.03.2022 01:00;1,09736;1,09948;1,09731;1,0992
29.03.2022 02:00;1,09919;1,09948;1,09872;1,0992
29.03.2022 03:00;1,09919;1,09938;1,09843;1,09926
29.03.2022 04:00;1,09926;1,09972;1,0985;1,09851
29.03.2022 05:00;1,09853;1,09881;1,09791;1,09827
29.03.2022 06:00;1,09827;1,1009;1,09825;1,10033
29.03.2022 07:00;1,10034;1,1018;1,09975;1,09999
29.03.2022 08:00;1,09999;1,10053;1,0979;1,09848
29.03.2022 09:00;1,09847;1,10458;1,09749;1,10373
29.03.2022 10:00;1,10372;1,10577;1,10347;1,10472
29.03.2022 11:00;1,10472;1,11025;1,10317;1,10844
29.03.2022 12:00;1,10846;1,1129;1,10789;1,11127
29.03.2022 13:00;1,11128;1,1137;1,10973;1,11298
29.03.2022 14:00;1,11297;1,11321;1,10904;1,10995
29.03.2022 15:00;1,10997;1,1117;1,10981;1,11065
29.03.2022 16:00;1,11067;1,11068;1,10788;1,10788
29.03.2022 17:00;1,10806;1,10827;1,10716;1,10773
29.03.2022 18:00;1,10773;1,10909;1,10734;1,10891
29.03.2022 19:00;1,1089;1,10941;1,10832;1,10883
29.03.2022 20:00;1,10883;1,10883;1,10836;1,10855
29.03.2022 21:00;1,10855;1,10889;1,10782;1,10864
29.03.2022 22:00;1,10862;1,10991;1,10857;1,10918
29.03.2022 23:00;1,10918;1,10945;1,10901;1,10909
30.03.2022 00:00;1,1091;1,10979;1,10878;1,10974
30.03.2022 01:00;1,10973;1,111;1,1097;1,11043
30.03.2022 02:00;1,11042;1,1116;1,11012;1,11124
30.03.2022 03:00;1,11125;1,11204;1,1109;1,11149
30.03.2022 04:00;1,1115;1,11212;1,11094;1,11104
30.03.2022 05:00;1,11104;1,11131;1,11074;1,11128
30.03.2022 06:00;1,11128;1,11208;1,11054;1,11119
30.03.2022 07:00;1,11121;1,11345;1,11121;1,11281
30.03.2022 08:00;1,11281;1,11565;1,11141;1,11561
30.03.2022 09:00;1,1156;1,11615;1,11433;1,11461
30.03.2022 10:00;1,11462;1,11463;1,11162;1,1129
30.03.2022 11:00;1,11292;1,11477;1,11257;1,11389
30.03.2022 12:00;1,11387;1,114;1,11118;1,11249
30.03.2022 13:00;1,1125;1,11656;1,11195;1,11639
30.03.2022 14:00;1,1164;1,1171;1,11506;1,11626
30.03.2022 15:00;1,11626;1,11686;1,11554;1,11629
30.03.2022 16:00;1,11628;1,11655;1,11521;1,11572
30.03.2022 17:00;1,11571;1,11572;1,11482;1,11482
30.03.2022 18:00;1,11482;1,11623;1,11477;1,11608
30.03.2022 19:00;1,1161;1,11624;1,11514;1,11519
30.03.2022 20:00;1,11518;1,116;1,11518;1,11582
30.03.2022 21:00;1,11578;1,11607;1,11566;1,11574
30.03.2022 22:00;1,11573;1,11647;1,11568;1,11585
30.03.2022 23:00;1,11585;1,11617;1,11577;1,11613
31.03.2022 00:00;1,11611;1,11748;1,1156;1,11738
31.03.2022 01:00;1,1174;1,11848;1,1171;1,1176
31.03.2022 02:00;1,1176;1,1176;1,11659;1,11664
31.03.2022 03:00;1,11664;1,11693;1,11615;1,1164
31.03.2022 04:00;1,1164;1,11641;1,11575;1,11605
31.03.2022 05:00;1,11605;1,11677;1,11573;1,11657
31.03.2022 06:00;1,11661;1,11729;1,11514;1,11686
31.03.2022 07:00;1,11687;1,11756;1,11499;1,11505
31.03.2022 08:00;1,11502;1,11515;1,11127;1,11294
31.03.2022 09:00;1,11293;1,11317;1,1106;1,11115
31.03.2022 10:00;1,11116;1,11153;1,1088;1,10935
31.03.2022 11:00;1,10934;1,11085;1,10924;1,11027
31.03.2022 12:00;1,11026;1,11131;1,10942;1,1102
31.03.2022 13:00;1,11021;1,11071;1,10682;1,10927
31.03.2022 14:00;1,10925;1,11327;1,10708;1,11194
31.03.2022 15:00;1,11192;1,11317;1,10926;1,10926
31.03.2022 16:00;1,10927;1,10937;1,10759;1,10816
31.03.2022 17:00;1,10817;1,10935;1,10791;1,10812
31.03.2022 18:00;1,10813;1,10813;1,10639;1,10697
31.03.2022 19:00;1,10696;1,10753;1,10608;1,1064
31.03.2022 20:00;1,1064;1,1072;1,10639;1,10662
31.03.2022 21:00;1,1066;1,10674;1,1064;1,10669
31.03.2022 22:00;1,10669;1,1076;1,10661;1,10731
31.03.2022 23:00;1,10731;1,10742;1,10672;1,10726
01.04.2022 00:00;1,10727;1,10745;1,10595;1,10672
01.04.2022 01:00;1,10673;1,1073;1,10632;1,10718
01.04.2022 02:00;1,10717;1,10726;1,10627;1,10644
01.04.2022 03:00;1,10646;1,10686;1,10613;1,10652
01.04.2022 04:00;1,10652;1,10682;1,10627;1,10637
01.04.2022 05:00;1,10638;1,10742;1,10635;1,10679
01.04.2022 06:00;1,10678;1,10757;1,10522;1,10739
01.04.2022 07:00;1,10736;1,10754;1,10428;1,10524
01.04.2022 08:00;1,10524;1,10741;1,10483;1,10605
01.04.2022 09:00;1,10605;1,10605;1,10414;1,10558
01.04.2022 10:00;1,10556;1,10672;1,10476;1,1067
01.04.2022 11:00;1,10673;1,10677;1,10481;1,10483
01.04.2022 12:00;1,10484;1,10591;1,10365;1,10438
01.04.2022 13:00;1,10438;1,10536;1,10385;1,10445
01.04.2022 14:00;1,10444;1,10498;1,10279;1,10372
01.04.2022 15:00;1,10372;1,10446;1,10296;1,1044
01.04.2022 16:00;1,10441;1,1049;1,10389;1,10402
01.04.2022 17:00;1,10402;1,10425;1,10325;1,10394
01.04.2022 18:00;1,10394;1,10478;1,10385;1,1039
01.04.2022 19:00;1,1039;1,10477;1,1039;1,10477
01.04.2022 20:00;1,10475;1,10524;1,10427;1,10427
03.04.2022 21:00;1,10301;1,10425;1,10301;1,10388
03.04.2022 22:00;1,1039;1,1044;1,10379;1,10431
03.04.2022 23:00;1,10431;1,10456;1,10408;1,10454
04.04.2022 00:00;1,10458;1,10536;1,10445;1,1049
04.04.2022 01:00;1,1049;1,10544;1,10433;1,1049
04.04.2022 02:00;1,10488;1,10514;1,10466;1,10488
04.04.2022 03:00;1,10487;1,10531;1,10471;1,10478
04.04.2022 04:00;1,10477;1,10493;1,10459;1,10478
04.04.2022 05:00;1,10478;1,10519;1,10465;1,10513
04.04.2022 06:00;1,10509;1,10539;1,10361;1,10392
04.04.2022 07:00;1,10394;1,10426;1,10273;1,10313
04.04.2022 08:00;1,10313;1,10383;1,10192;1,10222
04.04.2022 09:00;1,10223;1,1032;1,10091;1,10097
04.04.2022 10:00;1,10098;1,10139;1,10007;1,10011
04.04.2022 11:00;1,1001;1,10084;1,0996;1,09966
04.04.2022 12:00;1,09967;1,1009;1,09958;1,09991
04.04.2022 13:00;1,09992;1,10028;1,09813;1,09925
04.04.2022 14:00;1,09923;1,09983;1,09791;1,09946
04.04.2022 15:00;1,09943;1,10012;1,09905;1,09929
04.04.2022 16:00;1,09926;1,09927;1,09741;1,09748
04.04.2022 17:00;1,09748;1,0977;1,09628;1,09637
04.04.2022 18:00;1,09637;1,09725;1,09603;1,09711
04.04.2022 19:00;1,09711;1,09752;1,09691;1,09696
04.04.2022 20:00;1,09697;1,09742;1,09686;1,09696
04.04.2022 21:00;1,09689;1,09748;1,09686;1,09727
04.04.2022 22:00;1,09728;1,09748;1,0971;1,09724
04.04.2022 23:00;1,09727;1,09761;1,0971;1,09749
05.04.2022 00:00;1,09748;1,09797;1,09702;1,09758
05.04.2022 01:00;1,0976;1,09767;1,09673;1,09681
05.04.2022 02:00;1,09682;1,09729;1,09653;1,09691
05.04.2022 03:00;1,0969;1,09723;1,0968;1,09723
05.04.2022 04:00;1,09722;1,09723;1,0962;1,09641
05.04.2022 05:00;1,09644;1,09721;1,09622;1,09687
05.04.2022 06:00;1,09687;1,09806;1,09639;1,09755
05.04.2022 07:00;1,09758;1,09886;1,09713;1,09815
05.04.2022 08:00;1,09818;1,09849;1,09619;1,09678
05.04.2022 09:00;1,09677;1,09853;1,09668;1,09782
05.04.2022 10:00;1,09781;1,09781;1,09564;1,09696
05.04.2022 11:00;1,09695;1,09773;1,09627;1,09672
05.04.2022 12:00;1,09676;1,09716;1,09561;1,09639
05.04.2022 13:00;1,09642;1,09756;1,09587;1,09692
05.04.2022 14:00;1,09694;1,09723;1,09311;1,0938
05.04.2022 15:00;1,09381;1,09415;1,09191;1,09205
05.04.2022 16:00;1,09206;1,09231;1,09122;1,09141
05.04.2022 17:00;1,09141;1,0921;1,0911;1,09131
05.04.2022 18:00;1,0913;1,09151;1,09029;1,09044
05.04.2022 19:00;1,09042;1,09053;1,09;1,09037
05.04.2022 20:00;1,09037;1,09062;1,09026;1,09033
05.04.2022 21:00;1,09033;1,09061;1,09033;1,09056
05.04.2022 22:00;1,09057;1,0908;1,09047;1,09072
05.04.2022 23:00;1,0907;1,09081;1,09047;1,09058
06.04.2022 00:00;1,09058;1,09061;1,0894;1,08942
06.04.2022 01:00;1,08942;1,0896;1,08906;1,08915
06.04.2022 02:00;1,08916;1,09032;1,08909;1,08964
06.04.2022 03:00;1,08963;1,09027;1,08956;1,09003
06.04.2022 04:00;1,09002;1,09014;1,08931;1,08967
06.04.2022 05:00;1,08966;1,09004;1,08833;1,08837
06.04.2022 06:00;1,08835;1,08882;1,08745;1,0888
06.04.2022 07:00;1,08881;1,09019;1,08836;1,08952
06.04.2022 08:00;1,08951;1,09271;1,08912;1,09232
06.04.2022 09:00;1,0923;1,09255;1,09069;1,09127
06.04.2022 10:00;1,09126;1,09137;1,08994;1,0912
06.04.2022 11:00;1,09117;1,09186;1,09045;1,09166
06.04.2022 12:00;1,09172;1,09379;1,09172;1,09331
06.04.2022 13:00;1,09332;1,09372;1,09126;1,09135
06.04.2022 14:00;1,09135;1,09237;1,09055;1,09196
06.04.2022 15:00;1,09193;1,09225;1,09027;1,09103
06.04.2022 16:00;1,09101;1,09154;1,09037;1,0908
06.04.2022 17:00;1,09079;1,09105;1,08995;1,09001
06.04.2022 18:00;1,09;1,09288;1,08787;1,08992
06.04.2022 19:00;1,08992;1,09063;1,08916;1,09003
06.04.2022 20:00;1,09003;1,09018;1,08926;1,08945
06.04.2022 21:00;1,08945;1,08986;1,08945;1,08976
06.04.2022 22:00;1,08974;1,08994;1,08945;1,08957
06.04.2022 23:00;1,08957;1,08995;1,08951;1,08975
07.04.2022 00:00;1,08975;1,09121;1,08966;1,09119
07.04.2022 01:00;1,09119;1,09126;1,09042;1,09104
07.04.2022 02:00;1,09102;1,09115;1,09046;1,09115
07.04.2022 03:00;1,09115;1,09122;1,09052;1,0907
07.04.2022 04:00;1,09071;1,09159;1,0906;1,09142
07.04.2022 05:00;1,09141;1,09202;1,09096;1,09187
07.04.2022 06:00;1,09186;1,09341;1,09125;1,0917
07.04.2022 07:00;1,09172;1,09188;1,08946;1,08978
07.04.2022 08:00;1,08979;1,09006;1,08754;1,08778
07.04.2022 09:00;1,08777;1,08973;1,08644;1,08919
07.04.2022 10:00;1,08921;1,08985;1,08867;1,08939
07.04.2022 11:00;1,0894;1,09216;1,08907;1,0911
07.04.2022 12:00;1,0911;1,09267;1,09095;1,09134
07.04.2022 13:00;1,09137;1,09383;1,0907;1,09142
07.04.2022 14:00;1,09143;1,09236;1,0898;1,09111
07.04.2022 15:00;1,09111;1,09152;1,08953;1,08984
07.04.2022 16:00;1,08984;1,09;1,08764;1,08771
07.04.2022 17:00;1,0877;1,08921;1,08767;1,08832
07.04.2022 18:00;1,08831;1,08884;1,08738;1,08799
07.04.2022 19:00;1,08799;1,08821;1,08676;1,08722
07.04.2022 20:00;1,0872;1,08817;1,08698;1,08769
07.04.2022 21:00;1,08768;1,08815;1,08768;1,08789
07.04.2022 22:00;1,08789;1,08821;1,08722;1,08749
07.04.2022 23:00;1,08752;1,08753;1,08602;1,0864
08.04.2022 00:00;1,08638;1,08717;1,08576;1,08619
08.04.2022 01:00;1,08619;1,08695;1,08587;1,08656
08.04.2022 02:00;1,08658;1,08681;1,08568;1,08588
08.04.2022 03:00;1,08587;1,08646;1,08565;1,08638
08.04.2022 04:00;1,08637;1,08637;1,08547;1,08547
08.04.2022 05:00;1,08552;1,08678;1,08551;1,08677
08.04.2022 06:00;1,08676;1,0869;1,08584;1,08617
08.04.2022 07:00;1,08615;1,08676;1,0848;1,08672
08.04.2022 08:00;1,08671;1,0879;1,08605;1,08666
